id_proyecto,titulo,precio_texto,precio_valor,tipo_moneda,ubicacion,caracteristicas,link,fecha_scraping
MLC-2616227632,,UF 2.400,2400.0,UF,,1 baño|43 m² útiles,https://www.portalinmobiliario.com/MLC-2616227632-oficina-en-venta-en-santiago-_JM#position%3D8%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:29.967242
MLC-2647352770,,UF 1.500,1500.0,UF,"Agustinas / San Antonio, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",1 baño|40 m² útiles,https://www.portalinmobiliario.com/MLC-2647352770-oficina-en-venta-en-santiago-_JM#position%3D9%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:30.286662
MLC-2308102738,,UF 4.200,4200.0,UF,"Dr. Sótero Del Río 508, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",2 baños|55 m² útiles,https://www.portalinmobiliario.com/MLC-2308102738-vende-oficina-santiago-centro-2-privados-1-bano-_JM#position%3D10%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:30.561390
MLC-2556090944,,UF 9.500,9500.0,UF,"Moneda, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",4 baños|200 m² útiles,https://www.portalinmobiliario.com/MLC-2556090944-oficina-en-venta-en-santiago-_JM#position%3D11%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:30.843642
MLC-1542514783,,$ 980.000.000,980000000.0,$,,10 baños|500 m² útiles,https://www.portalinmobiliario.com/MLC-1542514783-oficina-en-venta-con-diferentes-opciones-de-modificaciones-_JM#position%3D12%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:31.171409
MLC-2664351012,,$ 55.000.000,55000000.0,$,,1 baño|30 m² útiles,https://www.portalinmobiliario.com/MLC-2664351012-oficina-en-venta-en-santiago-_JM#position%3D13%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:31.486924
MLC-2555988136,,UF 28.000,28000.0,UF,"Huérfanos Con Amunátegui, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",7 baños|870 m² útiles,https://www.portalinmobiliario.com/MLC-2555988136-oficinas-en-venta-en-santiago-centro-_JM#position%3D14%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:31.758124
MLC-1457657445,,UF 5.100,5100.0,UF,,2 baños|68 m² útiles,https://www.portalinmobiliario.com/MLC-1457657445-oficina-en-venta-en-santiago-_JM#position%3D15%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:32.022589
MLC-1535001457,,UF 1.650,1650.0,UF,"Paseo Ahumada 1 - 300, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",1 baño|31 m² útiles,https://www.portalinmobiliario.com/MLC-1535001457-recepcion-amplia-oficina-un-bano-ahumada-con-huerfanos-_JM#position%3D16%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:32.337109
MLC-1464865039,,UF 3.200,3200.0,UF,,2 baños|80 m² útiles,https://www.portalinmobiliario.com/MLC-1464865039-en-venta-oficina-amplia-y-excelente-en-santiago-centro-_JM#position%3D17%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:32.733511
MLC-1457684609,,UF 4.500,4500.0,UF,,2 baños|99 m² útiles,https://www.portalinmobiliario.com/MLC-1457684609-oficina-en-venta-en-santiago-_JM#position%3D18%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:33.075630
MLC-1542458455,,UF 30.000,30000.0,UF,,4 baños|200 m² útiles,https://www.portalinmobiliario.com/MLC-1542458455-oficina-en-venta-en-santiago-_JM#position%3D19%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:33.503093
MLC-1469779947,,UF 16.900,16900.0,UF,"San Antonio 300 - 600, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",9 baños|752 m² útiles,https://www.portalinmobiliario.com/MLC-1469779947-gran-oportunidad-piso-completo-san-antonio-con-merced-_JM#position%3D20%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:33.773347
MLC-2707962400,,UF 52.000,52000.0,UF,,10 baños|1.167 m² útiles,https://www.portalinmobiliario.com/MLC-2707962400-edificio-en-santiago-centro-amunategui-_JM#position%3D21%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:34.022073
MLC-2707388288,,UF 964,964.0,UF,"Paseo Ahumada 300 - 600, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",1 baño|18 m² útiles,https://www.portalinmobiliario.com/MLC-2707388288-recepcion-un-privado-y-bano-ahumada-con-huerfanos-ocasion-_JM#position%3D22%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:34.358938
MLC-2722877370,,UF 6.650,6650.0,UF,,2 baños|184 m² útiles,https://www.portalinmobiliario.com/MLC-2722877370-oficina-en-venta-en-santiago-_JM#position%3D23%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:34.628786
MLC-1441783763,,UF 2.500,2500.0,UF,,1 baño|70 m² útiles,https://www.portalinmobiliario.com/MLC-1441783763-oficina-en-venta-en-santiago-_JM#position%3D24%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:34.930303
MLC-1441783771,,UF 2.700,2700.0,UF,,77 m² útiles,https://www.portalinmobiliario.com/MLC-1441783771-oficina-en-venta-en-santiago-_JM#position%3D25%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:35.253451
MLC-1519667133,,UF 29,29.0,UF,,15 baños|1.830 m² útiles,https://www.portalinmobiliario.com/MLC-1519667133-estupenda-casa-comercial-en-providencia-en-venta-_JM#position%3D26%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:35.620543
MLC-1526184313,,UF 6.500,6500.0,UF,"Avenida Libertador Bernardo O'higgins 1200 - 1500, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)",2 baños|172 m² útiles,https://www.portalinmobiliario.com/MLC-1526184313-oficina-departamento-en-venta-la-moneda-_JM#position%3D27%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:35.881372
MLC-1513405655,,UF 2.100,2100.0,UF,,1 baño|50 m² útiles,https://www.portalinmobiliario.com/MLC-1513405655-huerfanos-teatinos-privados-recibo-ofertas-disponible-_JM#position%3D28%26search_layout%3Dgrid%26type%3Ditem%26tracking_id%3D8cc233b6-dd87-42e4-997c-5930d11b4407,2024-10-30T18:37:36.134347
